155.0.0.0/20,895949,895949,,0,0,,-15.0000,30.0000,50
155.0.16.0/23,895949,895949,,0,0,,-15.0000,30.0000,50
155.0.18.0/23,901344,895949,,0,0,,-12.9662,28.6305,50
155.0.20.0/23,895949,895949,,0,0,,-15.0000,30.0000,5
155.0.22.0/23,895949,895949,,0,0,,-15.0000,30.0000,50
155.0.24.0/23,895949,895949,,0,0,,-15.0000,30.0000,50
155.0.26.0/24,916668,895949,,0,0,,-10.1317,32.6297,50
155.0.27.0/24,895949,895949,,0,0,,-15.0000,30.0000,50
155.0.28.0/22,895949,895949,,0,0,,-15.0000,30.0000,50
155.0.32.0/24,895949,895949,,0,0,,-15.0000,30.0000,50
155.0.33.0/24,909863,895949,,0,0,,-13.1368,28.3996,5
155.0.34.0/23,895949,895949,,0,0,,-15.0000,30.0000,50
155.0.36.0/22,895949,895949,,0,0,,-15.0000,30.0000,50
155.0.40.0/21,895949,895949,,0,0,,-15.0000,30.0000,50
155.0.48.0/20,895949,895949,,0,0,,-15.0000,30.0000,50
155.0.64.0/18,895949,895949,,0,0,,-15.0000,30.0000,50
155.0.128.0/17,895949,895949,,0,0,,-15.0000,30.0000,50
155.1.0.0/16,6252001,6252001,,0,0,,37.7510,-97.8220,1000
155.2.0.0/16,6252001,6252001,,0,0,,37.7510,-97.8220,1000
155.3.0.0/17,6251999,6251999,,0,0,,43.6319,-79.3716,1000
155.3.128.0/18,6251999,6251999,,0,0,,43.6319,-79.3716,1000
155.3.192.0/19,6251999,6251999,,0,0,,43.6319,-79.3716,1000
155.3.224.0/20,6251999,6251999,,0,0,,43.6319,-79.3716,1000
155.3.240.0/21,6251999,6251999,,0,0,,43.6319,-79.3716,1000
155.3.248.0/21,5957776,6251999,,0,0,E3A,46.0401,-66.3862,20
155.4.0.0/23,2663536,3144096,,0,0,"352 51",56.8826,14.8228,1
155.4.2.0/23,2702979,3144096,,0,0,"556 32",57.7873,14.1602,5
155.4.4.0/24,2706767,3144096,,0,0,"250 04",56.0487,12.6994,5
155.4.5.0/24,2701680,3144096,,0,0,"654 55",59.3784,13.5123,20
155.4.6.0/26,2673730,3144096,,0,0,"109 21",59.3274,18.0653,50
155.4.6.64/26,2703024,3144096,,0,0,"121 39",59.3333,18.0500,50
155.4.6.128/27,2726285,3144096,,0,0,"814 95",60.5722,17.4421,50
155.4.6.160/28,2673730,3144096,,0,0,"109 21",59.3274,18.0653,50
155.4.6.176/29,2662830,3144096,,0,0,"643 32",59.0401,15.8587,50
155.4.6.184/29,2673730,3144096,,0,0,"109 21",59.3274,18.0653,50
155.4.6.192/26,2665452,3144096,,0,0,"186 94",59.5307,18.0785,50
155.4.7.0/24,2685750,3144096,,0,0,"831 06",63.1792,14.6357,20
155.4.8.0/24,2673730,3144096,,0,0,"109 21",59.3274,18.0653,200
155.4.9.0/27,2677316,3144096,,0,0,"128 85",59.2464,18.1200,200
155.4.9.32/27,11550114,3144096,,0,0,"422 55",57.6726,11.9474,200
155.4.9.64/26,2673730,3144096,,0,0,"109 21",59.3274,18.0653,200
155.4.9.128/25,2673730,3144096,,0,0,"109 21",59.3274,18.0653,200
155.4.10.0/23,2725901,3144096,,0,0,"262 35",56.2428,12.8622,10
155.4.12.0/23,2675408,3144096,,0,0,"191 35",59.4347,17.9574,5
155.4.14.0/24,2673730,3144096,,0,0,"175 00",59.3497,17.9738,200
155.4.15.0/24,2691743,3144096,,0,0,"595 52",58.3208,15.1253,10
155.4.16.0/23,2722570,3144096,,0,0,"427 35",57.5689,11.9220,1
155.4.18.0/26,2712414,3144096,,0,0,"803 10",60.6762,17.1567,100
155.4.18.64/26,2712414,3144096,,0,0,"800 06",60.6762,17.1567,100
155.4.18.128/25,2675365,3144096,,0,0,"294 34",56.0521,14.5753,100
155.4.19.0/25,2719111,3144096,,0,0,"161 11",59.3500,17.9167,500
155.4.19.128/27,2706767,3144096,,0,0,"252 00",56.0487,12.6994,500
155.4.19.160/27,2673730,3144096,,0,0,"109 21",59.3274,18.0653,500
155.4.19.192/26,2706767,3144096,,0,0,"252 00",56.0487,12.6994,500
155.4.20.0/24,2701680,3144096,,0,0,"652 24",59.3784,13.5123,5
155.4.21.0/24,2727234,3144096,,0,0,"184 32",59.4831,18.2909,20
155.4.22.0/25,2691459,3144096,,0,0,"431 69",57.6563,12.0043,200
155.4.22.128/26,2673730,3144096,,0,0,"132 33",59.3173,18.2550,200
155.4.22.192/26,2691459,3144096,,0,0,"431 69",57.6563,12.0043,200
155.4.23.0/24,2693678,3144096,,0,0,"224 71",55.6977,13.1862,10
155.4.24.0/23,2685750,3144096,,0,0,"831 06",63.1792,14.6357,5
155.4.26.0/24,2724231,3144096,,0,0,"774 61",60.1454,16.1679,5
155.4.27.0/25,2691459,3144096,,0,0,"431 36",57.6563,12.0043,10
155.4.27.128/26,2691459,3144096,,0,0,"431 36",57.6563,12.0043,10
155.4.27.192/26,2694375,3144096,,0,0,"246 51",55.7667,13.0167,10
155.4.28.0/23,2720501,3144096,,0,0,"504 32",57.7192,12.9412,1
155.4.30.0/24,2687700,3144096,,0,0,"611 63",58.7511,17.0002,100
155.4.31.0/25,2719961,3144096,,0,0,"460 65",58.5603,12.3679,100
155.4.31.128/25,2699176,3144096,,0,0,"835 91",63.3215,14.4457,20
155.4.32.0/22,2720383,3144096,,0,0,"784 67",60.4852,15.4539,1
155.4.36.0/23,2692969,3144096,,0,0,"208 80",55.6098,12.9925,1
155.4.38.0/24,2673730,3144096,,0,0,"109 21",59.3274,18.0653,5
155.4.39.0/26,2699282,3144096,,0,0,"681 38",59.3098,14.1081,200
155.4.39.64/26,2711537,3144096,,0,0,"400 12",57.7038,11.9713,200
155.4.39.128/25,2673730,3144096,,0,0,"173 11",59.3333,18.0500,200
155.4.40.0/24,2702979,3144096,,0,0,"556 14",57.7873,14.1602,10
155.4.41.0/24,2673730,3144096,,0,0,"111 52",59.3274,18.0653,200
155.4.42.0/24,2707399,3144096,,0,0,"281 36",56.1591,13.7664,5
155.4.43.0/24,2669772,3144096,,0,0,"187 00",59.4428,18.0793,10
155.4.44.0/25,2664203,3144096,,0,0,"593 41",57.7584,16.6373,100
155.4.44.128/26,2664203,3144096,,0,0,"593 32",57.7584,16.6373,100
155.4.44.192/29,2712988,3144096,,0,0,"594 01",57.9000,16.4000,100
155.4.44.200/29,2664203,3144096,,0,0,"593 41",57.7584,16.6373,100
155.4.44.208/28,2664203,3144096,,0,0,"593 41",57.7584,16.6373,100
155.4.44.224/27,2664203,3144096,,0,0,"593 41",57.7584,16.6373,100
155.4.45.0/25,2670879,3144096,,0,0,"172 77",59.3714,17.9667,50
155.4.45.128/25,2691459,3144096,,0,0,"431 63",57.6563,12.0043,100
155.4.46.0/24,2677491,3144096,,0,0,"142 53",59.2167,18.1500,200
155.4.47.0/25,2677491,3144096,,0,0,"142 53",59.2167,18.1500,200
155.4.47.128/25,2690960,3144096,,0,0,"591 37",58.5389,15.0216,200
155.4.48.0/24,2694762,3144096,,0,0,"585 91",58.4127,15.6310,1
155.4.49.0/26,2694375,3144096,,0,0,"246 51",55.7667,13.0167,200
155.4.49.64/26,2719111,3144096,,0,0,"161 11",59.3500,17.9167,200
155.4.49.128/25,2719111,3144096,,0,0,"161 11",59.3500,17.9167,200
155.4.50.0/23,2664454,3144096,,0,0,"724 73",59.6146,16.5530,1
155.4.52.0/24,2670879,3144096,,0,0,"172 33",59.3714,17.9667,1
155.4.53.0/25,6944457,3144096,,0,0,"122 38",59.2815,18.0737,10
155.4.53.128/25,2711537,3144096,,0,0,"415 81",57.7038,11.9713,200
155.4.54.0/23,2717884,3144096,,0,0,"693 33",59.2331,14.4397,50
155.4.56.0/21,2673730,3144096,,0,0,"109 21",59.3274,18.0653,10
155.4.64.0/22,2697720,3144096,,0,0,"261 94",55.8638,12.8255,5
155.4.68.0/22,2711537,3144096,,0,0,"417 58",57.7038,11.9713,10
155.4.72.0/23,2701727,3144096,,0,0,"374 36",56.1627,14.8627,20
155.4.74.0/24,2707399,3144096,,0,0,"281 47",56.1525,13.7778,5
155.4.75.0/24,2700791,3144096,,0,0,"164 53",59.3986,17.9528,5
155.4.76.0/23,2715459,3144096,,0,0,"791 46",60.6013,15.6396,20
155.4.78.0/24,2687700,3144096,,0,0,"611 63",58.7511,17.0002,1
155.4.79.0/24,2701680,3144096,,0,0,"654 55",59.3784,13.5123,50
155.4.80.0/21,2685750,3144096,,0,0,"831 43",63.1792,14.6357,20
155.4.88.0/23,604490,3144096,,0,0,"974 41",65.5842,22.1546,500
155.4.90.0/23,2702979,3144096,,0,0,"554 66",57.7873,14.1602,20
155.4.92.0/24,2717884,3144096,,0,0,"693 33",59.2331,14.4397,100
155.4.93.0/24,2675365,3144096,,0,0,"294 31",56.0521,14.5753,50
155.4.94.0/23,2676586,3144096,,0,0,"777 91",60.1371,15.4249,50
155.4.96.0/23,2685750,3144096,,0,0,"831 43",63.1792,14.6357,5
155.4.98.0/24,2676176,3144096,,0,0,"151 37",59.1955,17.6253,1
155.4.99.0/24,2675408,3144096,,0,0,"191 02",59.4347,17.9574,5
155.4.100.0/23,2685750,3144096,,0,0,"831 32",63.1792,14.6357,20
155.4.102.0/24,2713573,3144096,,0,0,"832 93",63.1844,14.5413,20
155.4.103.0/24,2673730,3144096,,0,0,"109 21",59.3274,18.0653,100
155.4.104.0/25,2675365,3144096,,0,0,"294 93",56.0521,14.5753,1
155.4.104.128/25,2692969,3144096,,0,0,"208 80",55.6098,12.9925,1
155.4.105.0/24,606834,3144096,,0,0,"942 31",65.6798,21.0012,100
155.4.106.0/25,2719111,3144096,,0,0,"167 57",59.3500,17.9167,50
155.4.106.128/25,2711537,3144096,,0,0,"400 12",57.7038,11.9713,5
155.4.107.0/24,2725901,3144096,,0,0,"262 44",56.2428,12.8622,10
155.4.108.0/23,2713573,3144096,,0,0,"832 41",63.1844,14.5413,5
155.4.110.0/26,2673730,3144096,,0,0,"109 21",59.3274,18.0653,200
155.4.110.64/27,2710343,3144096,,0,0,"664 31",59.3466,13.1091,200
155.4.110.96/27,2673722,3144096,,0,0,"139 36",59.3500,18.5000,200
155.4.110.128/26,2673722,3144096,,0,0,"139 36",59.3500,18.5000,200
155.4.110.192/27,2692969,3144096,,0,0,"208 80",55.6098,12.9925,200
155.4.110.224/27,2711798,3144096,,0,0,"646 34",59.0541,17.3182,200
155.4.111.0/25,2684395,3144096,,0,0,"433 31",57.7395,12.1064,200
155.4.111.128/27,2666238,3144096,,0,0,"194 47",59.5193,17.9203,200
155.4.111.160/27,2662326,3144096,,0,0,"694 94",59.0371,14.8644,200
155.4.111.192/26,2684395,3144096,,0,0,"433 31",57.7395,12.1064,200
155.4.112.0/24,2696650,3144096,,0,0,"793 30",60.7385,15.0171,50
155.4.113.0/25,2697295,3144096,,0,0,"770 70",60.4500,16.0167,50
155.4.113.128/25,2696650,3144096,,0,0,"793 91",60.7385,15.0171,50
