40.0.0.0/19,4259418,6252001,,0,0,46227,39.6804,-86.1306,20
40.0.32.0/19,4258313,6252001,,0,0,46143,39.5992,-86.1300,20
40.0.64.0/19,6252001,6252001,,0,0,,37.7510,-97.8220,1000
40.0.96.0/24,6255148,6252001,,0,0,,47.0000,8.0000,1000
40.0.97.0/24,2965140,6252001,,0,0,T23,51.8980,-8.4890,50
40.0.98.0/23,2965140,6252001,,0,0,T23,51.8980,-8.4890,50
40.0.100.0/22,2965140,6252001,,0,0,T23,51.8980,-8.4890,50
40.0.104.0/21,2965140,6252001,,0,0,T23,51.8980,-8.4890,50
40.0.112.0/20,2965140,6252001,,0,0,T23,51.8980,-8.4890,50
40.0.128.0/19,6252001,6252001,,0,0,,37.7510,-97.8220,1000
40.0.160.0/19,2147714,6252001,,0,0,2000,-33.8591,151.2002,1000
40.0.192.0/19,6252001,6252001,,0,0,,37.7510,-97.8220,1000
40.0.224.0/19,4259418,6252001,,0,0,46201,39.7764,-86.1077,20
40.1.0.0/16,6252001,6252001,,0,0,,37.7510,-97.8220,1000
40.2.0.0/15,6252001,6252001,,0,0,,37.7510,-97.8220,1000
40.4.0.0/14,6252001,6252001,,0,0,,37.7510,-97.8220,1000
40.8.0.0/13,6252001,6252001,,0,0,,37.7510,-97.8220,1000
40.16.0.0/12,6252001,6252001,,0,0,,37.7510,-97.8220,1000
40.32.0.0/13,6252001,6252001,,0,0,,37.7510,-97.8220,1000
40.40.0.0/14,6252001,6252001,,0,0,,37.7510,-97.8220,1000
40.44.0.0/19,4255466,6252001,,0,0,46032,39.9714,-86.1295,20
40.44.32.0/19,6252001,6252001,,0,0,,37.7510,-97.8220,1000
40.44.64.0/18,6252001,6252001,,0,0,,37.7510,-97.8220,1000
40.44.128.0/17,6252001,6252001,,0,0,,37.7510,-97.8220,1000
40.45.0.0/16,6252001,6252001,,0,0,,37.7510,-97.8220,1000
40.46.0.0/15,6252001,6252001,,0,0,,37.7510,-97.8220,1000
40.48.0.0/12,6252001,6252001,,0,0,,37.7510,-97.8220,1000
40.64.0.0/18,1269317,6252001,,0,0,360510,22.4654,70.0709,1000
40.64.64.0/18,5815135,6252001,,0,0,,47.6032,-122.3412,1000
40.64.128.0/21,5815135,6252001,,0,0,,47.6032,-122.3412,1000
40.64.136.0/21,6252001,6252001,,0,0,,37.7510,-97.8220,1000
40.64.144.0/20,6252001,6252001,,0,0,,37.7510,-97.8220,1000
40.64.160.0/19,6252001,6252001,,0,0,,37.7510,-97.8220,1000
40.64.192.0/18,6252001,6252001,,0,0,,37.7510,-97.8220,1000
40.65.0.0/18,5392171,6252001,,0,0,95141,37.1807,-121.7870,1000
40.65.64.0/18,5815135,6252001,,0,0,,47.6032,-122.3412,1000
40.65.128.0/18,1880252,6252001,,0,0,18,1.3029,103.8570,1000
40.65.192.0/18,4748634,6252001,,0,0,23917,36.6534,-78.3750,1000
