115.0.0.0/12,1835841,1835841,,0,0,,37.5112,126.9741,200
115.16.0.0/14,1835841,1835841,,0,0,,37.5112,126.9741,200
115.20.0.0/17,1835841,1835841,,0,0,,37.5112,126.9741,200
115.20.128.0/21,1845604,1835841,,0,0,28648,36.6378,127.4723,5
115.20.136.0/22,1845604,1835841,,0,0,28648,36.6378,127.4723,1
115.20.140.0/23,1845604,1835841,,0,0,28648,36.6378,127.4723,1
115.20.142.0/23,1845604,1835841,,0,0,28515,36.6380,127.4838,1
115.20.144.0/20,1845604,1835841,,0,0,28648,36.6378,127.4723,1
115.20.160.0/21,1845604,1835841,,0,0,28648,36.6378,127.4723,5
115.20.168.0/22,1845604,1835841,,0,0,28648,36.6378,127.4723,1
115.20.172.0/23,1845604,1835841,,0,0,28648,36.6378,127.4723,100
115.20.174.0/23,1846918,1835841,,0,0,15345,37.3236,126.8219,50
115.20.176.0/23,1845604,1835841,,0,0,28648,36.6378,127.4723,10
115.20.178.0/23,1835235,1835841,,0,0,34943,36.3269,127.4316,5
115.20.180.0/23,1845604,1835841,,0,0,28648,36.6378,127.4723,100
115.20.182.0/23,1832426,1835841,,0,0,17049,37.2345,127.1968,100
115.20.184.0/22,1845604,1835841,,0,0,28648,36.6378,127.4723,1
115.20.188.0/22,1838730,1835841,,0,0,28938,36.4949,127.7287,50
115.20.192.0/23,1845106,1835841,,0,0,28046,36.8197,127.6565,50
115.20.194.0/23,1839869,1835841,,0,0,29054,36.2634,127.5759,50
115.20.196.0/22,1839869,1835841,,0,0,29054,36.2634,127.5759,50
115.20.200.0/21,1845604,1835841,,0,0,28648,36.6378,127.4723,50
115.20.208.0/20,1839869,1835841,,0,0,29054,36.2634,127.5759,50
115.20.224.0/21,1845033,1835841,,0,0,27377,36.9767,127.9287,50
115.20.232.0/22,1845604,1835841,,0,0,28648,36.6378,127.4723,50
115.20.236.0/22,1845604,1835841,,0,0,28648,36.6378,127.4723,1
115.20.240.0/21,1845604,1835841,,0,0,28515,36.6380,127.4838,50
115.20.248.0/21,1832561,1835841,,0,0,29130,36.2166,127.7937,50
115.21.0.0/21,8349533,1835841,,0,0,08070,37.5137,126.8482,5
115.21.8.0/22,1835841,1835841,,0,0,,37.5112,126.9741,200
115.21.12.0/22,1835848,1835841,,0,0,02878,37.5985,126.9783,5
115.21.16.0/21,1835841,1835841,,0,0,,37.5112,126.9741,200
115.21.24.0/21,1835848,1835841,,0,0,02878,37.5985,126.9783,1
